SpecFile	LocalSpecIdx	Scan	LocalPeptideIdx	Name	Score	PeptideMass	SpectrumMass	Retention	MassDiff	Adduct	Charge	SMILES	FDR
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	17268	226717	370317	astrogorgol_B	13	424.334	425.341	504.462	0.00028	M+H	1	C/C=C(/CC[C@@H](C)[C@H]1CC[C@H]2[C@H](CCc3cc(O)ccc3C)C(=O)CC[C@@]21C)C(C)C	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	17257	226565	223160	3-Oxoergosta-1,4,24(28)-trien-18-oic_acid_3-Oxoergosta-1,4,24(28)-trien-18-oic_acid	13	424.298	425.305	520.613	0.00029	M+H	1	C=C(CCC(C)C1CCC2C3CCC4=CC(=O)C=CC4(C)C3CCC12C(=O)O)C(C)C	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	17114	224865	160326	Ancepsenolide_3S,4-Dihydro,_4R-acetoxy	13	422.267	423.275	516.249	-0.00071	M+H	1	CC(=O)OC1C(C)OC(=O)C1CCCCCCCCCCCCC1=CC(C)OC1=O	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	17094	224699	118512	2',4',7-Trihydroxy-5',8-diprenylflavanone_4'-Me_ether	13	422.209	423.216	364.671	0.00028	M+H	1	COc1cc(O)c(C2CC(=O)c3ccc(O)c(CC=C(C)C)c3O2)cc1CC=C(C)C	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	17019	224105	30351	5-Methylene-3-(6,9,12,15,18,21-tetracosahexaenyl)-2(5H)-furanone,_9CI_5-Methylene-3-(6,9,12,15,18,21-tetracosahexaenyl)-2(5H)-furanone,_9CI	13	420.303	421.311	326.103	-0.00072	M+H	1	C=C1C=C(CCCCC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CC)C(=O)O1	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	16857	222641	175211	Vibsanin_R_15,16-Dihydro,_15-hydroxy	13	418.272	419.277	444.195	0.00227	M+H	1	CC(C)=CC(=O)OC1/C=C/C(C)(C/C=C/C(C)(C)O)C/C=C(\CO)CCC2OC12C	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	16740	221413	639750	(6Z)-9'-apo-rhodoxanthinone	13	416.272	417.279	265.51	0.00029	M+H	1	CC(=O)/C=C/C=C(C)/C=C/C=C/C(C)=C/C=C/C(C)=C/C=C1\C(C)=CC(=O)CC1(C)C	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	16638	220195	65646	4-Methylcholesta-8,14-diene-3,23-diol_4-Methylcholesta-8,14-diene-3,23-diol	13	414.35	415.357	474.877	0.00029	M+H	1	CC(C)CC(O)CC(C)C1CC=C2C3=C(CCC21C)C1(C)CCC(O)C(C)C1CC3	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	16628	220100	70058	3,6-Dihydroxy-17-methyl-18-norcholesta-9(11),13-dien-23-one_(3β,5α,6α,17βMe)-form	13	414.313	415.321	407.347	-0.00073	M+H	1	CC(C)CC(=O)CC(C)C1(C)CCC2=C1CC=C1C2CC(O)C2CC(O)CCC12C	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	16618	220008	270633	7-nor-ergosterolide	13	414.313	415.32	457.158	0.00027	M+H	1	C=C(CC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)C[C@@H]1C(=O)O3)C(C)C	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	16482	215426	180858	4-Methylcholesta-8,14,24-triene-3,23-diol_4-Methylcholesta-8,14,24-triene-3,23-diol	13	412.334	413.342	433.515	-0.00073	M+H	1	CC(C)=CC(O)CC(C)C1CC=C2C3=C(CCC21C)C1(C)CCC(O)C(C)C1CC3	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	16463	215098	181520	Siphonaxanthin_6'-Hydroxy,_19-O-(2E-tetradecenoyl)	13	824.595	413.305	352.446	-0.00042	M+2H	2	CCCCCCCCCCC/C=C/C(=O)OC/C(=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1(O)C(C)=CC(O)CC1(C)C)C(=O)CC1=C(C)CC(O)CC1(C)C	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	16447	214977	559750	Calcipotriol	13	412.298	413.305	315.282	0.00029	M+H	1	C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)/C=C/[C@@H](O)C2CC2)C[C@@H](O)C[C@@H]1O	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	16346	213812	69530	Stigmasta-8,14,24(28)-trien-3-ol_(3β,5α,24Z)-form	13	410.355	411.362	491.927	0.00028	M+H	1	C/C=C(/CCC(C)C1CC=C2C3=C(CCC21C)C1(C)CCC(O)CC1CC3)C(C)C	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	16328	213522	478718	paraminabic_acid_A	13	410.282	411.291	378.337	-0.00171	M+H	1	C[C@H](C/C=C/[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3CC[C@@]21C)C(=O)O	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	16192	212262	106693	Citreoanthrasteroid_A_Citreoanthrasteroid_A	13	408.303	409.311	496.231	-0.00072	M+H	1	Cc1c2c(cc3c1C(=O)CC1(C)C3CCC1C(C)/C=C/C(C)C(C)C)CCC(O)C2	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	16164	211900	556622	PG(18:3(6Z,9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	13	816.494	409.256	321.814	-0.00346	M+2H	2	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OC[C@@H](O)CO	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	16157	211866	208412	3,11,12-Trihydroxy-4,7,15(17)-cembratrien-16-oic_acid_11-Ac,_Me_ester	13	408.251	409.257	324.367	0.00129	M+H	1	C=C(C(=O)OC)C1CCC(C)(O)C(OC(C)=O)CC/C(C)=C\C/C=C(/C)C(O)C1	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	16093	210983	37626	Antibiotic_BE_14106_8-Deoxy	13	407.282	408.29	436.862	-0.00073	M+H	1	CCC/C=C/CC1C/C=C/C=C(C)/C=C/C=C/C(O)C/C=C(C)/C=C/C=C/C(=O)N1	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	16022	210367	12354	ML_236A_3α-Hydroxy,_1-O-(2S-methylbutanoyl)	13	406.236	407.243	453.544	0.00027	M+H	1	CCC(C)C(=O)OC1CC(O)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	16018	210336	84531	3,15-Epoxy-18-hydroxy-7,11-cembradien-19-al_18-Malonyl_ester	13	406.236	407.241	312.088	0.00228	M+H	1	C/C1=C/CC/C(C=O)=C/CCC(COC(=O)CC(=O)O)C2CC(CC1)C(C)(C)O2	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	15929	208728	28563	5-Nonadecyl-1,3-benzenediol,_9CI_Di-Me_ether	13	404.365	405.373	596.846	-0.00071	M+H	1	CCCCCCCCCCCCCCCCCCCc1cc(OC)cc(OC)c1	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	15866	208008	99756	2,8-Dihydroxy-1(10),4,11(13)-germacratrien-12,6-olide_8-O-(2-Acetoxymethyl-2Z-butenoyl)	13	404.184	405.188	249.296	0.00329	M+H	1	C=C1C(=O)OC2/C=C(/C)CC(O)/C=C(/C)CC(OC(=O)/C(=C\C)COC(C)=O)C12	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	15800	207516	183	Cholest-4-ene-3,6-diol,_9CI_Cholest-4-ene-3,6-diol,_9CI	13	402.35	403.356	528.036	0.00129	M+H	1	CC(C)CCCC(C)C1CCC2C3CC(O)C4=CC(O)CCC4(C)C3CCC12C	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	15779	207209	135415	Terpestacin_Terpestacin	13	402.277	403.282	481.923	0.00227	M+H	1	C/C1=C/CC2(C)C(=O)C(O)=C(C(C)CO)C2C/C=C(/C)C(O)CC/C(C)=C\CC1	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	15677	205768	552829	25-Hydroxytachysterol3	13	400.334	401.341	490.528	0.00028	M+H	1	CC1=C(/C=C/C2=CCC[C@@]3(C)C2CC[C@@H]3[C@H](C)CCCC(C)(C)O)C(O)CCC1	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	15617	205122	104998	3,6:7,8-Diepoxy-13-hydroxy-18-oxo-3,5,11,15-cembratetraen-20,10-olide_Ac	13	400.152	401.159	222.221	0.00028	M+H	1	C=C(C)C1Cc2oc(cc2C=O)C2OC2(C)CC2C=C(C(=O)O2)C(OC(C)=O)C1	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	15543	204414	630818	1-oxoprevitamin_D3_/_1-oxoprecholecalciferol_(6Z)-(3R)-3-hydroxy-9,10-seco-5(10),6,8-cholestatriene-1-one	13	398.318	399.326	499.02	-0.00071	M+H	1	CC1=C(/C=C\C2=CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)C)C[C@@H](O)CC1=O	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	15525	204009	149056	3-(3,7,11,15-Tetramethyl-2,6,10,14-hexadecatetraenyl)-1,2,4-benzenetriol,_9CI_3-(3,7,11,15-Tetramethyl-2,6,10,14-hexadecatetraenyl)-1,2,4-benzenetriol,_9CI	13	398.282	399.289	384.088	0.00028	M+H	1	CC(C)=CCC/C(C)=C\CC/C(C)=C\CC/C(C)=C\Cc1c(O)ccc(O)c1O	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	15486	203576	221678	Clauslactone_U_Clauslactone_U	13	398.209	399.214	295.997	0.00229	M+H	1	C=CC(C)(C)c1cc2cc(CC3OC3(C)CCC3OC3(C)C)c(=O)oc2cc1O	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	15385	201754	458714	3-Hydroxy-24-methyl-1,10-seco-cholestatetraen-(5,7,9,22)	13	396.339	397.346	518.836	0.00027	M+H	1	CC[C@H](O)Cc1ccc2c(c1C)CC[C@@]1(C)[C@H]2CC[C@@H]1[C@H](C)/C=C\[C@H](C)C(C)C	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	15379	201638	180927	3-Hydroxycholesta-5,8,22-trien-7-one_3-Hydroxycholesta-5,8,22-trien-7-one	13	396.303	397.31	435.209	0.00028	M+H	1	CC(C)C/C=C/C(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)CC1=CC3=O	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	15377	201631	67371	Spirosta-3,5-diene,_9CI_Spirosta-3,5-diene,_9CI	13	396.303	397.31	471.414	0.00028	M+H	1	CC1CCC2(OC1)OC1CC3C4CC=C5C=CCCC5(C)C4CCC3(C)C1C2C	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	15374	201622	630761	25-hydroxy-16,17,23,24-tetradehydrovitamin_D3_/_25-hydroxy-16,17,23,24-tetradehydrocholecalciferol_(5Z,7E,23E)-(3S)-9,10-seco-5,7,10(19),16,23-cholestapentaene-3,25-diol	13	396.303	397.31	219.483	0.00028	M+H	1	C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)C([C@H](C)C/C=C/C(C)(C)O)=CC[C@@H]12	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	15361	201526	211679	Neurymenolide_B_Neurymenolide_B	13	396.266	397.274	448.362	-0.00071	M+H	1	CC/C=C/C/C=C/C1/C=C/C/C=C/CCCCCCCCc2cc(O)c1c(=O)o2	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	15065	197526	513797	4a,5-Dihydrocompactin;_(+)-4a,5-Dihydroc	13	392.256	393.261	388.52	0.00229	M+H	1	CC[C@H](C)C(=O)O[C@H]1CCC[C@@H]2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	15046	197290	220435	4-Hydroxycrenulide_Δ12-Isomer(E-),_14-hydroperoxy,_4-Ac	13	392.22	393.225	387.516	0.00227	M+H	1	CC(=O)OC1CC(C)C2CC2C2=C(COC2=O)C1C(C)C/C=C/C(C)(C)OO	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	14827	194906	192139	3,20-Dihydroxychola-5,22-dien-24-oic_acid_3,20-Dihydroxychola-5,22-dien-24-oic_acid	13	388.261	389.268	332.417	0.00027	M+H	1	CC(O)(/C=C/C(=O)O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC21C	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	14701	192758	593053	26:5(8Z,11Z,14Z,17Z,20Z)_8Z,11Z,14Z,17Z,20Z-hexacosapentaenoic_acid	13	386.318	387.326	341.738	-0.00071	M+H	1	CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)O	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	14700	192757	593039	26:5(11Z,14Z,17Z,20Z,23Z)_11Z,14Z,17Z,20Z,23Z-hexacosapentaenoic_acid	13	386.318	387.326	541.016	-0.00071	M+H	1	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCCCC(=O)O	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	14488	190407	661595	Berkeleylactone_E	13	384.215	385.222	278.181	0.0003	M+H	1	C[C@@H]1CCCCCCCCC[C@H](OC(=O)CCC(=O)O)[C@H](O)/C=C\C(=O)O1	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	14385	189224	46058	3,4-Dihydro-2-methyl-2-(4,8,12-trimethyl-3,7,11-tridecatrienyl)-2H-1-benzopyran-6-ol,_9CI_3,4-Dihydro-2-methyl-2-(4,8,12-trimethyl-3,7,11-tridecatrienyl)-2H-1-benzopyran-6-ol,_9CI	13	382.287	383.295	285.845	-0.00073	M+H	1	CC(C)=CCC/C(C)=C\CC/C(C)=C\CCC1(C)CCc2cc(O)ccc2O1	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	14326	188579	169158	15,16-Epoxy-6,8,9,17-tetrahydroxy-13(16),14-labdadien-19-oic_acid_15,16-Epoxy-6,8,9,17-tetrahydroxy-13(16),14-labdadien-19-oic_acid	13	382.199	383.204	187.303	0.00227	M+H	1	CC1(C(=O)O)CCCC2(C)C1C(O)CC(O)(CO)C2(O)CCc1ccoc1	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	14057	185190	227836	12-[3,5-Dihydroxy-2-(2-pentenyl)cyclopentyl]-10-hydroxy-4,7,11-dodecatrienoic_acid_12-[3,5-Dihydroxy-2-(2-pentenyl)cyclopentyl]-10-hydroxy-4,7,11-dodecatrienoic_acid	13	378.241	379.247	329.916	0.00127	M+H	1	CC/C=C/CC1C(O)CC(O)C1/C=C/C(O)C/C=C/C/C=C/CCC(=O)O	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	13812	182070	214848	Ergosta-2,5,7,9(11),14,22-hexaene_Ergosta-2,5,7,9(11),14,22-hexaene	13	374.297	375.305	443.11	-0.00071	M+H	1	CC(C)C(C)/C=C/C(C)C1CC=C2C3=CC=C4CC=CCC4(C)C3=CCC21C	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	13763	181288	103451	13-Hydroxy-3,7,11,15(17)-cembratetraen-16,2-olide_11S,12S-Epoxide,_13-Ac	13	374.209	375.215	268.864	0.00128	M+H	1	C=C1C(=O)OC2/C=C(/C)CC/C=C(/C)CCC3OC3(C)C(OC(C)=O)CC12	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	13754	181179	57753	2-(3,4-Dihydroxyphenyl)-5-(1,2-dihydroxypropyl)-2,3-dihydro-6-hydroxy-3-methylbenzofuran_3',5,7-Tri-Me_ether	13	374.173	375.18	202.183	0.00029	M+H	1	COc1cc(C2Oc3c(OC)cc(C(OC)C(C)O)cc3C2C)ccc1O	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	13734	181071	597510	N-amyl_arachidohoyl_amine_N-pentyl-5Z,8Z,11Z,14Z-eicosatetraenoyl_amine	13	373.334	374.342	511.69	-0.00073	M+H	1	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCCCCC	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	13654	180330	162587	3,4-Dihydro-8-hydroxy-3-(6-pentadecenyl)-1H-2-benzopyran-1-one_3,4-Dihydro-8-hydroxy-3-(6-pentadecenyl)-1H-2-benzopyran-1-one	13	372.266	373.274	445.188	-0.00071	M+H	1	CCCCCCCC/C=C/CCCCCC1Cc2cccc(O)c2C(=O)O1	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	13386	177400	121421	Papuamine_Papuamine	13	368.319	369.326	298.15	0.00029	M+H	1	C1=C/C2C(CC3CCCCC32)NCCCNC2CC3CCCCC3C2/C=C/1	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	13383	177383	155405	26,27-Dinorergosta-5,7,22-trien-3-ol,_9CI_26,27-Dinorergosta-5,7,22-trien-3-ol,_9CI	13	368.308	369.316	439.171	-0.00073	M+H	1	CC(C)/C=C/C(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	13374	177100	227049	4,6,8,10,12-Pentamethyl-14-phenyl-4,8,10,13-tetradecatetraene-3,7-diol_4,6,8,10,12-Pentamethyl-14-phenyl-4,8,10,13-tetradecatetraene-3,7-diol	13	368.272	369.279	468.517	0.00029	M+H	1	CCC(O)/C(C)=C\C(C)C(O)/C(C)=C\C(C)=C\C(C)/C=C/c1ccccc1	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	13366	176915	525679	Thromboxane_B2	13	368.256	369.268	249.313	-0.00473	M+H	1	CCCCCC(O)/C=C/C1OC(C)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	13253	175499	185328	26,27-Dinorergosta-5,7,9(11),22-tetraen-3-ol_26,27-Dinorergosta-5,7,9(11),22-tetraen-3-ol	13	366.292	367.299	493.77	0.00027	M+H	1	CC(C)/C=C/C(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3=CCC21C	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	13103	173765	602616	TG(12:0/13:0/18:4(6Z,9Z,12Z,15Z))[iso6]_1-dodecanoyl-2-tridecanoyl-3-(6Z,9Z,12Z,15Z-octadecatetraenoyl)-sn-glycerol	13	728.595	365.304	524.56	0.00158	M+2H	2	CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCC	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	13014	172516	40020	8,15-Dihydroxy-1(10),4-germacradien-12,6-olide_8-O-(2-Hydroxymethyl-2E-butenoyl)	13	364.189	365.194	241.22	0.00228	M+H	1	C/C=C(/CO)C(=O)OC1C/C(C)=C\CC/C(CO)=C/C2OC(=O)C(C)C21	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	12890	169162	103448	1,3,7,11-Cembratetraene-13,14-diol_11S,12R-Epoxide,_14-Ac	13	362.246	363.253	350.272	0.00029	M+H	1	CC(=O)OC1/C(C(C)C)=C\C=C(\C)CC/C=C(/C)CCC2OC2(C)C1O	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	12888	169155	83971	2,12-Dihydroxy-3,7-dolabelladien-9-one_2-Ac	13	362.246	363.253	447.148	0.00029	M+H	1	CC(=O)OC1/C=C(/C)CC/C=C(/C)C(=O)CC2C1(C)CCC2(O)C(C)C	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	12884	169140	103840	11,14-Epoxy-3,10(18)-pachydictyadiene-6,15-diol_15-Ac	13	362.246	363.253	480.474	0.00029	M+H	1	C=C1CCC(C2(C)CCC(C(C)(C)OC(C)=O)O2)C(O)C2C(C)=CCC12	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	12810	168459	205671	Cleistenolide_Cleistenolide	13	362.1	363.107	332.262	0.00029	M+H	1	CC(=O)OC1C=CC(=O)OC1C(COC(=O)c1ccccc1)OC(C)=O	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	12713	159956	223109	Monaphilone_A_Monaphilone_A	13	360.23	361.237	446.494	0.00028	M+H	1	C/C=C/C1=CC2=C(CO1)C(=O)C(C)(O)C(CC(=O)CCCCCCC)C2	0.00
lfnothias/2010_EMPv2_Classical/4b0d2428607a4341a668bc85bffd0789/4b0d2428607a4341a668bc85bffd0789-V2_clustered_spectra-main.mgf	12684	159493	78638	2,16-Epoxy-13-hydroxy-1(15),3,7,11-cembratetraen-20-oic_acid_16-Oxo,_Me_ester	13	360.194	361.199	349.27	0.00227	M+H	1	COC(=O)/C1=C\CC/C(C)=C\CC/C(C)=C\C2OC(=O)C(C)=C2CC1O	0.00
